Record_ID,Date,Day,Day_Name,Week_Number,Month,Month_Number,Analysis_Period,State,Platform,Official_Handle_Model,Conversation_Count,Official_Post_Count,Likes_Modelled,Comments_Modelled,Shares_Modelled,Views_Modelled,Topic,News_or_Content_Driver,Positive_Percent,Neutral_Percent,Negative_Percent,Dominant_Sentiment,Geographic_Attribution_Method,Geo_Confidence_Level,Data_Type
DC2026-05224,2026-08-18,18,Tuesday,34,August,8,August 2026,Maharashtra,X (Twitter),@adgpi,365,2,846,189,145,7568,Technology and Modernisation,Modelled surge: technology and modernisation engagement,72.3,15.1,12.6,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05225,2026-08-18,18,Tuesday,34,August,8,August 2026,Maharashtra,Instagram,@indianarmy.adgpi,491,2,5404,383,57,32778,Technology and Modernisation,Modelled surge: technology and modernisation engagement,61.7,28.1,10.2,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05226,2026-08-18,18,Tuesday,34,August,8,August 2026,Maharashtra,Facebook,Indian Army,382,4,2766,254,167,12915,Technology and Modernisation,Modelled surge: technology and modernisation engagement,70.3,16.4,13.3,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05227,2026-08-18,18,Tuesday,34,August,8,August 2026,Manipur,X (Twitter),@adgpi,119,3,599,72,71,2109,Training and Military Readiness,Routine modelled public conversation around Indian Army content,77.0,7.3,15.7,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05228,2026-08-18,18,Tuesday,34,August,8,August 2026,Manipur,Instagram,@indianarmy.adgpi,142,2,1749,59,24,8355,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,63.5,22.3,14.2,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05229,2026-08-18,18,Tuesday,34,August,8,August 2026,Manipur,Facebook,Indian Army,83,5,315,41,49,2300,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,60.1,31.1,8.8,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05230,2026-08-18,18,Tuesday,34,August,8,August 2026,Meghalaya,X (Twitter),@adgpi,195,4,657,85,141,2863,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,64.4,25.2,10.4,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05231,2026-08-18,18,Tuesday,34,August,8,August 2026,Meghalaya,Instagram,@indianarmy.adgpi,176,5,1676,109,37,9441,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,77.5,5.7,16.8,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05232,2026-08-18,18,Tuesday,34,August,8,August 2026,Meghalaya,Facebook,Indian Army,152,5,818,88,43,5335,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,72.3,20.3,7.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05233,2026-08-18,18,Tuesday,34,August,8,August 2026,Mizoram,X (Twitter),@adgpi,58,4,139,23,21,1153,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,63.8,22.5,13.7,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05234,2026-08-18,18,Tuesday,34,August,8,August 2026,Mizoram,Instagram,@indianarmy.adgpi,92,1,1016,41,10,5271,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,75.8,13.7,10.5,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05235,2026-08-18,18,Tuesday,34,August,8,August 2026,Mizoram,Facebook,Indian Army,71,1,367,40,46,2024,Technology and Modernisation,Routine modelled public conversation around Indian Army content,73.4,20.0,6.6,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05236,2026-08-18,18,Tuesday,34,August,8,August 2026,Nagaland,X (Twitter),@adgpi,82,4,348,25,73,1023,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,77.3,17.4,5.3,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05237,2026-08-18,18,Tuesday,34,August,8,August 2026,Nagaland,Instagram,@indianarmy.adgpi,130,2,1445,52,23,6504,Technology and Modernisation,Routine modelled public conversation around Indian Army content,62.9,21.4,15.7,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05238,2026-08-18,18,Tuesday,34,August,8,August 2026,Nagaland,Facebook,Indian Army,79,4,578,47,19,1553,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,78.3,14.6,7.1,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05239,2026-08-18,18,Tuesday,34,August,8,August 2026,Odisha,X (Twitter),@adgpi,134,3,618,76,59,1225,Technology and Modernisation,Routine modelled public conversation around Indian Army content,79.5,14.1,6.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05240,2026-08-18,18,Tuesday,34,August,8,August 2026,Odisha,Instagram,@indianarmy.adgpi,176,3,1936,145,41,9985,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,67.4,23.6,9.0,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05241,2026-08-18,18,Tuesday,34,August,8,August 2026,Odisha,Facebook,Indian Army,98,3,596,42,53,2680,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,72.1,19.1,8.8,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05242,2026-08-18,18,Tuesday,34,August,8,August 2026,Punjab,X (Twitter),@adgpi,551,4,2799,259,257,15321,"Gallantry, Heritage and National Pride",Modelled surge: Independence-period national pride and military heritage content,75.8,16.5,7.7,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05243,2026-08-18,18,Tuesday,34,August,8,August 2026,Punjab,Instagram,@indianarmy.adgpi,547,4,6791,447,56,34716,"Gallantry, Heritage and National Pride",Modelled surge: Independence-period national pride and military heritage content,81.2,7.0,11.8,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05244,2026-08-18,18,Tuesday,34,August,8,August 2026,Punjab,Facebook,Indian Army,350,3,2342,161,98,12466,"Gallantry, Heritage and National Pride",Modelled surge: Independence-period national pride and military heritage content,76.5,6.7,16.8,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05245,2026-08-18,18,Tuesday,34,August,8,August 2026,Rajasthan,X (Twitter),@adgpi,265,3,802,105,96,4025,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,60.4,30.0,9.6,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05246,2026-08-18,18,Tuesday,34,August,8,August 2026,Rajasthan,Instagram,@indianarmy.adgpi,284,3,3729,152,55,9949,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,78.8,8.5,12.7,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05247,2026-08-18,18,Tuesday,34,August,8,August 2026,Rajasthan,Facebook,Indian Army,163,3,774,87,95,5165,Training and Military Readiness,Routine modelled public conversation around Indian Army content,62.1,22.8,15.1,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05248,2026-08-18,18,Tuesday,34,August,8,August 2026,Sikkim,X (Twitter),@adgpi,141,4,370,107,108,2824,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,65.6,25.7,8.7,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05249,2026-08-18,18,Tuesday,34,August,8,August 2026,Sikkim,Instagram,@indianarmy.adgpi,134,5,1189,89,32,8059,Training and Military Readiness,Routine modelled public conversation around Indian Army content,77.5,7.2,15.3,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05250,2026-08-18,18,Tuesday,34,August,8,August 2026,Sikkim,Facebook,Indian Army,102,4,756,69,38,3976,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,76.0,19.4,4.6,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05251,2026-08-18,18,Tuesday,34,August,8,August 2026,Tamil Nadu,X (Twitter),@adgpi,187,4,508,95,63,3942,Training and Military Readiness,Routine modelled public conversation around Indian Army content,65.6,19.8,14.6,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05252,2026-08-18,18,Tuesday,34,August,8,August 2026,Tamil Nadu,Instagram,@indianarmy.adgpi,181,4,1871,153,27,11436,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,79.6,12.7,7.7,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05253,2026-08-18,18,Tuesday,34,August,8,August 2026,Tamil Nadu,Facebook,Indian Army,177,5,1045,68,105,3612,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,67.3,23.7,9.0,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05254,2026-08-18,18,Tuesday,34,August,8,August 2026,Telangana,X (Twitter),@adgpi,110,1,355,28,79,1817,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,73.8,15.3,10.9,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05255,2026-08-18,18,Tuesday,34,August,8,August 2026,Telangana,Instagram,@indianarmy.adgpi,105,3,1185,87,13,4262,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,67.7,21.7,10.6,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05256,2026-08-18,18,Tuesday,34,August,8,August 2026,Telangana,Facebook,Indian Army,74,5,337,35,24,1529,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,77.9,5.9,16.2,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05257,2026-08-18,18,Tuesday,34,August,8,August 2026,Tripura,X (Twitter),@adgpi,149,4,792,45,125,3581,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,75.1,20.8,4.1,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05258,2026-08-18,18,Tuesday,34,August,8,August 2026,Tripura,Instagram,@indianarmy.adgpi,158,4,1990,133,43,6306,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,72.0,23.0,5.0,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05259,2026-08-18,18,Tuesday,34,August,8,August 2026,Tripura,Facebook,Indian Army,119,4,687,79,69,3887,Technology and Modernisation,Routine modelled public conversation around Indian Army content,77.6,7.0,15.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05260,2026-08-18,18,Tuesday,34,August,8,August 2026,Uttar Pradesh,X (Twitter),@adgpi,270,3,1333,195,125,4734,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,76.4,10.4,13.2,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05261,2026-08-18,18,Tuesday,34,August,8,August 2026,Uttar Pradesh,Instagram,@indianarmy.adgpi,242,3,3090,184,20,16250,Technology and Modernisation,Routine modelled public conversation around Indian Army content,59.7,35.8,4.5,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05262,2026-08-18,18,Tuesday,34,August,8,August 2026,Uttar Pradesh,Facebook,Indian Army,157,1,594,93,97,5093,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,70.7,15.0,14.3,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05263,2026-08-18,18,Tuesday,34,August,8,August 2026,Uttarakhand,X (Twitter),@adgpi,170,4,314,65,65,3358,Technology and Modernisation,Routine modelled public conversation around Indian Army content,73.6,21.1,5.3,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05264,2026-08-18,18,Tuesday,34,August,8,August 2026,Uttarakhand,Instagram,@indianarmy.adgpi,227,2,2831,178,18,15592,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,59.8,30.4,9.8,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05265,2026-08-18,18,Tuesday,34,August,8,August 2026,Uttarakhand,Facebook,Indian Army,144,2,806,83,76,2689,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,71.5,19.8,8.7,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05266,2026-08-18,18,Tuesday,34,August,8,August 2026,West Bengal,X (Twitter),@adgpi,77,4,362,59,41,1291,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,76.9,7.8,15.3,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05267,2026-08-18,18,Tuesday,34,August,8,August 2026,West Bengal,Instagram,@indianarmy.adgpi,94,3,856,33,25,3489,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,74.8,18.1,7.1,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05268,2026-08-18,18,Tuesday,34,August,8,August 2026,West Bengal,Facebook,Indian Army,77,1,326,46,47,2464,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,72.6,12.7,14.7,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05269,2026-08-18,18,Tuesday,34,August,8,August 2026,Delhi,X (Twitter),@adgpi,241,3,1031,184,125,6586,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,70.0,21.1,8.9,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05270,2026-08-18,18,Tuesday,34,August,8,August 2026,Delhi,Instagram,@indianarmy.adgpi,356,4,4411,219,33,15480,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,60.8,25.2,14.0,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05271,2026-08-18,18,Tuesday,34,August,8,August 2026,Delhi,Facebook,Indian Army,191,2,895,64,93,5227,Training and Military Readiness,Routine modelled public conversation around Indian Army content,77.9,7.4,14.7,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05272,2026-08-18,18,Tuesday,34,August,8,August 2026,Jammu and Kashmir,X (Twitter),@adgpi,221,3,1142,148,72,2398,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,78.7,13.4,7.9,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05273,2026-08-18,18,Tuesday,34,August,8,August 2026,Jammu and Kashmir,Instagram,@indianarmy.adgpi,257,1,3152,166,30,10835,Training and Military Readiness,Routine modelled public conversation around Indian Army content,70.5,19.8,9.7,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05274,2026-08-18,18,Tuesday,34,August,8,August 2026,Jammu and Kashmir,Facebook,Indian Army,146,2,541,50,77,3566,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,69.7,16.2,14.1,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05275,2026-08-18,18,Tuesday,34,August,8,August 2026,Ladakh,X (Twitter),@adgpi,167,1,589,97,68,2188,Training and Military Readiness,Routine modelled public conversation around Indian Army content,74.9,19.5,5.6,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05276,2026-08-18,18,Tuesday,34,August,8,August 2026,Ladakh,Instagram,@indianarmy.adgpi,200,3,2284,110,34,9861,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,72.3,20.5,7.2,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05277,2026-08-18,18,Tuesday,34,August,8,August 2026,Ladakh,Facebook,Indian Army,175,4,1297,76,53,4662,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,81.5,7.4,11.1,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05278,2026-08-18,18,Tuesday,34,August,8,August 2026,Puducherry,X (Twitter),@adgpi,150,3,457,92,111,1837,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,78.2,17.2,4.6,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05279,2026-08-18,18,Tuesday,34,August,8,August 2026,Puducherry,Instagram,@indianarmy.adgpi,129,3,1724,87,27,8817,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,66.7,28.9,4.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05280,2026-08-18,18,Tuesday,34,August,8,August 2026,Puducherry,Facebook,Indian Army,95,4,354,59,35,1486,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,70.7,15.6,13.7,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05281,2026-08-18,18,Tuesday,34,August,8,August 2026,Andaman and Nicobar Islands,X (Twitter),@adgpi,128,1,285,102,42,3133,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,67.7,26.5,5.8,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05282,2026-08-18,18,Tuesday,34,August,8,August 2026,Andaman and Nicobar Islands,Instagram,@indianarmy.adgpi,177,4,2066,93,35,8979,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,65.2,21.4,13.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05283,2026-08-18,18,Tuesday,34,August,8,August 2026,Andaman and Nicobar Islands,Facebook,Indian Army,146,1,885,97,49,2920,Technology and Modernisation,Routine modelled public conversation around Indian Army content,59.4,23.6,17.0,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05284,2026-08-18,18,Tuesday,34,August,8,August 2026,Chandigarh,X (Twitter),@adgpi,147,2,492,75,67,3986,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,72.9,21.6,5.5,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05285,2026-08-18,18,Tuesday,34,August,8,August 2026,Chandigarh,Instagram,@indianarmy.adgpi,129,2,1456,73,20,5150,Technology and Modernisation,Routine modelled public conversation around Indian Army content,80.3,9.1,10.6,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05286,2026-08-18,18,Tuesday,34,August,8,August 2026,Chandigarh,Facebook,Indian Army,94,3,522,42,30,3446,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,80.7,9.7,9.6,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05287,2026-08-18,18,Tuesday,34,August,8,August 2026,Dadra and Nagar Haveli and Daman and Diu,X (Twitter),@adgpi,158,1,726,39,105,3699,Technology and Modernisation,Routine modelled public conversation around Indian Army content,72.8,10.8,16.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05288,2026-08-18,18,Tuesday,34,August,8,August 2026,Dadra and Nagar Haveli and Daman and Diu,Instagram,@indianarmy.adgpi,169,2,2001,59,19,9357,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,70.0,20.7,9.3,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05289,2026-08-18,18,Tuesday,34,August,8,August 2026,Dadra and Nagar Haveli and Daman and Diu,Facebook,Indian Army,137,5,654,58,61,4276,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,76.0,10.7,13.3,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05290,2026-08-18,18,Tuesday,34,August,8,August 2026,Lakshadweep,X (Twitter),@adgpi,109,1,528,30,44,2163,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,79.2,14.8,6.0,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05291,2026-08-18,18,Tuesday,34,August,8,August 2026,Lakshadweep,Instagram,@indianarmy.adgpi,102,5,1106,66,13,5611,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,70.7,22.0,7.3,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05292,2026-08-18,18,Tuesday,34,August,8,August 2026,Lakshadweep,Facebook,Indian Army,84,1,535,31,45,2769,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,59.0,33.2,7.8,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05293,2026-08-19,19,Wednesday,34,August,8,August 2026,Andhra Pradesh,X (Twitter),@adgpi,108,5,531,41,88,1234,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,81.4,2.7,15.9,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
